regime,alt_km,delta,sigma_h_km,sigma_v_km,kappa_h,advection_ms,patch_air_mass_kg,heating_fraction,E_thermal_min_J,tau_diff_s,tau_adv_s,transport_survivable_1h,classification
low,600,1.0,1000.0,30.0,1000.0,100.0,6580.0698626476105,0.5,330319507.1049101,500000000.0,10000.0,True,thermodynamically_conceivable
low,600,1.0,1000.0,30.0,1000.0,300.0,6580.0698626476105,0.5,330319507.1049101,500000000.0,3333.3333333333335,False,transport_limited
low,600,1.0,1000.0,30.0,100000.0,0.0,6580.0698626476105,0.5,330319507.1049101,5000000.0,inf,True,thermodynamically_conceivable
low,600,1.0,1000.0,30.0,100000.0,100.0,6580.0698626476105,0.5,330319507.1049101,5000000.0,10000.0,True,thermodynamically_conceivable
low,600,1.0,1000.0,30.0,100000.0,300.0,6580.0698626476105,0.5,330319507.1049101,5000000.0,3333.3333333333335,False,transport_limited
low,600,1.0,1000.0,30.0,1000000.0,0.0,6580.0698626476105,0.5,330319507.1049101,500000.0,inf,True,thermodynamically_conceivable
low,600,1.0,1000.0,30.0,1000000.0,100.0,6580.0698626476105,0.5,330319507.1049101,500000.0,10000.0,True,thermodynamically_conceivable
low,600,1.0,1000.0,30.0,1000000.0,300.0,6580.0698626476105,0.5,330319507.1049101,500000.0,3333.3333333333335,False,transport_limited
low,600,5.0,50.0,30.0,1000.0,0.0,16.450174656619026,0.8333333333333334,1376331.279603792,1250000.0,inf,True,thermodynamically_conceivable
low,600,5.0,50.0,30.0,1000.0,100.0,16.450174656619026,0.8333333333333334,1376331.279603792,1250000.0,500.0,False,transport_limited
low,600,5.0,50.0,30.0,1000.0,300.0,16.450174656619026,0.8333333333333334,1376331.279603792,1250000.0,166.66666666666666,False,transport_limited
low,600,5.0,50.0,30.0,100000.0,0.0,16.450174656619026,0.8333333333333334,1376331.279603792,12500.0,inf,True,thermodynamically_conceivable
low,600,5.0,50.0,30.0,100000.0,100.0,16.450174656619026,0.8333333333333334,1376331.279603792,12500.0,500.0,False,transport_limited
low,600,5.0,50.0,30.0,100000.0,300.0,16.450174656619026,0.8333333333333334,1376331.279603792,12500.0,166.66666666666666,False,transport_limited
low,600,5.0,50.0,30.0,1000000.0,0.0,16.450174656619026,0.8333333333333334,1376331.279603792,1250.0,inf,False,transport_limited
low,600,5.0,50.0,30.0,1000000.0,100.0,16.450174656619026,0.8333333333333334,1376331.279603792,1250.0,500.0,False,transport_limited
low,600,5.0,50.0,30.0,1000000.0,300.0,16.450174656619026,0.8333333333333334,1376331.279603792,1250.0,166.66666666666666,False,transport_limited
low,600,5.0,200.0,30.0,1000.0,0.0,263.2027945059044,0.8333333333333334,22021300.47366067,20000000.0,inf,True,thermodynamically_conceivable
low,600,5.0,200.0,30.0,1000.0,100.0,263.2027945059044,0.8333333333333334,22021300.47366067,20000000.0,2000.0,False,transport_limited
low,600,5.0,200.0,30.0,1000.0,300.0,263.2027945059044,0.8333333333333334,22021300.47366067,20000000.0,666.6666666666666,False,transport_limited
low,600,5.0,200.0,30.0,100000.0,0.0,263.2027945059044,0.8333333333333334,22021300.47366067,200000.0,inf,True,thermodynamically_conceivable
low,600,5.0,200.0,30.0,100000.0,100.0,263.2027945059044,0.8333333333333334,22021300.47366067,200000.0,2000.0,False,transport_limited
low,600,5.0,200.0,30.0,100000.0,300.0,263.2027945059044,0.8333333333333334,22021300.47366067,200000.0,666.6666666666666,False,transport_limited
low,600,5.0,200.0,30.0,1000000.0,0.0,263.2027945059044,0.8333333333333334,22021300.47366067,20000.0,inf,True,thermodynamically_conceivable
low,600,5.0,200.0,30.0,1000000.0,100.0,263.2027945059044,0.8333333333333334,22021300.47366067,20000.0,2000.0,False,transport_limited
low,600,5.0,200.0,30.0,1000000.0,300.0,263.2027945059044,0.8333333333333334,22021300.47366067,20000.0,666.6666666666666,False,transport_limited
low,600,5.0,1000.0,30.0,1000.0,0.0,6580.0698626476105,0.8333333333333334,550532511.8415167,500000000.0,inf,True,thermodynamically_conceivable
low,600,5.0,1000.0,30.0,1000.0,100.0,6580.0698626476105,0.8333333333333334,550532511.8415167,500000000.0,10000.0,True,thermodynamically_conceivable
low,600,5.0,1000.0,30.0,1000.0,300.0,6580.0698626476105,0.8333333333333334,550532511.8415167,500000000.0,3333.3333333333335,False,transport_limited
low,600,5.0,1000.0,30.0,100000.0,0.0,6580.0698626476105,0.8333333333333334,550532511.8415167,5000000.0,inf,True,thermodynamically_conceivable
low,600,5.0,1000.0,30.0,100000.0,100.0,6580.0698626476105,0.8333333333333334,550532511.8415167,5000000.0,10000.0,True,thermodynamically_conceivable
low,600,5.0,1000.0,30.0,100000.0,300.0,6580.0698626476105,0.8333333333333334,550532511.8415167,5000000.0,3333.3333333333335,False,transport_limited
low,600,5.0,1000.0,30.0,1000000.0,0.0,6580.0698626476105,0.8333333333333334,550532511.8415167,500000.0,inf,True,thermodynamically_conceivable
low,600,5.0,1000.0,30.0,1000000.0,100.0,6580.0698626476105,0.8333333333333334,550532511.8415167,500000.0,10000.0,True,thermodynamically_conceivable
low,600,5.0,1000.0,30.0,1000000.0,300.0,6580.0698626476105,0.8333333333333334,550532511.8415167,500000.0,3333.3333333333335,False,transport_limited
low,600,20.0,50.0,30.0,1000.0,0.0,16.450174656619026,0.9523809523809523,1572950.0338329049,1250000.0,inf,True,thermodynamically_conceivable
low,600,20.0,50.0,30.0,1000.0,100.0,16.450174656619026,0.9523809523809523,1572950.0338329049,1250000.0,500.0,False,transport_limited
low,600,20.0,50.0,30.0,1000.0,300.0,16.450174656619026,0.9523809523809523,1572950.0338329049,1250000.0,166.66666666666666,False,transport_limited
low,600,20.0,50.0,30.0,100000.0,0.0,16.450174656619026,0.9523809523809523,1572950.0338329049,12500.0,inf,True,thermodynamically_conceivable
low,600,20.0,50.0,30.0,100000.0,100.0,16.450174656619026,0.9523809523809523,1572950.0338329049,12500.0,500.0,False,transport_limited
low,600,20.0,50.0,30.0,100000.0,300.0,16.450174656619026,0.9523809523809523,1572950.0338329049,12500.0,166.66666666666666,False,transport_limited
low,600,20.0,50.0,30.0,1000000.0,0.0,16.450174656619026,0.9523809523809523,1572950.0338329049,1250.0,inf,False,transport_limited
low,600,20.0,50.0,30.0,1000000.0,100.0,16.450174656619026,0.9523809523809523,1572950.0338329049,1250.0,500.0,False,transport_limited
low,600,20.0,50.0,30.0,1000000.0,300.0,16.450174656619026,0.9523809523809523,1572950.0338329049,1250.0,166.66666666666666,False,transport_limited
low,600,20.0,200.0,30.0,1000.0,0.0,263.2027945059044,0.9523809523809523,25167200.541326478,20000000.0,inf,True,thermodynamically_conceivable
low,600,20.0,200.0,30.0,1000.0,100.0,263.2027945059044,0.9523809523809523,25167200.541326478,20000000.0,2000.0,False,transport_limited
low,600,20.0,200.0,30.0,1000.0,300.0,263.2027945059044,0.9523809523809523,25167200.541326478,20000000.0,666.6666666666666,False,transport_limited
low,600,20.0,200.0,30.0,100000.0,0.0,263.2027945059044,0.9523809523809523,25167200.541326478,200000.0,inf,True,thermodynamically_conceivable
low,600,20.0,200.0,30.0,100000.0,100.0,263.2027945059044,0.9523809523809523,25167200.541326478,200000.0,2000.0,False,transport_limited
low,600,20.0,200.0,30.0,100000.0,300.0,263.2027945059044,0.9523809523809523,25167200.541326478,200000.0,666.6666666666666,False,transport_limited
low,600,20.0,200.0,30.0,1000000.0,0.0,263.2027945059044,0.9523809523809523,25167200.541326478,20000.0,inf,True,thermodynamically_conceivable
low,600,20.0,200.0,30.0,1000000.0,100.0,263.2027945059044,0.9523809523809523,25167200.541326478,20000.0,2000.0,False,transport_limited
low,600,20.0,200.0,30.0,1000000.0,300.0,263.2027945059044,0.9523809523809523,25167200.541326478,20000.0,666.6666666666666,False,transport_limited
low,600,20.0,1000.0,30.0,1000.0,0.0,6580.0698626476105,0.9523809523809523,629180013.533162,500000000.0,inf,True,thermodynamically_conceivable
low,600,20.0,1000.0,30.0,1000.0,100.0,6580.0698626476105,0.9523809523809523,629180013.533162,500000000.0,10000.0,True,thermodynamically_conceivable
low,600,20.0,1000.0,30.0,1000.0,300.0,6580.0698626476105,0.9523809523809523,629180013.533162,500000000.0,3333.3333333333335,False,transport_limited
low,600,20.0,1000.0,30.0,100000.0,0.0,6580.0698626476105,0.9523809523809523,629180013.533162,5000000.0,inf,True,thermodynamically_conceivable
low,600,20.0,1000.0,30.0,100000.0,100.0,6580.0698626476105,0.9523809523809523,629180013.533162,5000000.0,10000.0,True,thermodynamically_conceivable
low,600,20.0,1000.0,30.0,100000.0,300.0,6580.0698626476105,0.9523809523809523,629180013.533162,5000000.0,3333.3333333333335,False,transport_limited
low,600,20.0,1000.0,30.0,1000000.0,0.0,6580.0698626476105,0.9523809523809523,629180013.533162,500000.0,inf,True,thermodynamically_conceivable
low,600,20.0,1000.0,30.0,1000000.0,100.0,6580.0698626476105,0.9523809523809523,629180013.533162,500000.0,10000.0,True,thermodynamically_conceivable
low,600,20.0,1000.0,30.0,1000000.0,300.0,6580.0698626476105,0.9523809523809523,629180013.533162,500000.0,3333.3333333333335,False,transport_limited
low,750,1.0,50.0,30.0,1000.0,0.0,3.4993391045491147,0.5,175666.82304836556,1250000.0,inf,True,thermodynamically_conceivable
low,750,1.0,50.0,30.0,1000.0,100.0,3.4993391045491147,0.5,175666.82304836556,1250000.0,500.0,False,transport_limited
low,750,1.0,50.0,30.0,1000.0,300.0,3.4993391045491147,0.5,175666.82304836556,1250000.0,166.66666666666666,False,transport_limited
low,750,1.0,50.0,30.0,100000.0,0.0,3.4993391045491147,0.5,175666.82304836556,12500.0,inf,True,thermodynamically_conceivable
low,750,1.0,50.0,30.0,100000.0,100.0,3.4993391045491147,0.5,175666.82304836556,12500.0,500.0,False,transport_limited
low,750,1.0,50.0,30.0,100000.0,300.0,3.4993391045491147,0.5,175666.82304836556,12500.0,166.66666666666666,False,transport_limited
low,750,1.0,50.0,30.0,1000000.0,0.0,3.4993391045491147,0.5,175666.82304836556,1250.0,inf,False,transport_limited
low,750,1.0,50.0,30.0,1000000.0,100.0,3.4993391045491147,0.5,175666.82304836556,1250.0,500.0,False,transport_limited
low,750,1.0,50.0,30.0,1000000.0,300.0,3.4993391045491147,0.5,175666.82304836556,1250.0,166.66666666666666,False,transport_limited
low,750,1.0,200.0,30.0,1000.0,0.0,55.989425672785835,0.5,2810669.168773849,20000000.0,inf,True,thermodynamically_conceivable
low,750,1.0,200.0,30.0,1000.0,100.0,55.989425672785835,0.5,2810669.168773849,20000000.0,2000.0,False,transport_limited
low,750,1.0,200.0,30.0,1000.0,300.0,55.989425672785835,0.5,2810669.168773849,20000000.0,666.6666666666666,False,transport_limited
low,750,1.0,200.0,30.0,100000.0,0.0,55.989425672785835,0.5,2810669.168773849,200000.0,inf,True,thermodynamically_conceivable
low,750,1.0,200.0,30.0,100000.0,100.0,55.989425672785835,0.5,2810669.168773849,200000.0,2000.0,False,transport_limited
low,750,1.0,200.0,30.0,100000.0,300.0,55.989425672785835,0.5,2810669.168773849,200000.0,666.6666666666666,False,transport_limited
low,750,1.0,200.0,30.0,1000000.0,0.0,55.989425672785835,0.5,2810669.168773849,20000.0,inf,True,thermodynamically_conceivable
low,750,1.0,200.0,30.0,1000000.0,100.0,55.989425672785835,0.5,2810669.168773849,20000.0,2000.0,False,transport_limited
low,750,1.0,200.0,30.0,1000000.0,300.0,55.989425672785835,0.5,2810669.168773849,20000.0,666.6666666666666,False,transport_limited
low,750,1.0,1000.0,30.0,1000.0,0.0,1399.735641819646,0.5,70266729.21934623,500000000.0,inf,True,thermodynamically_conceivable
low,750,1.0,1000.0,30.0,1000.0,100.0,1399.735641819646,0.5,70266729.21934623,500000000.0,10000.0,True,thermodynamically_conceivable
low,750,1.0,1000.0,30.0,1000.0,300.0,1399.735641819646,0.5,70266729.21934623,500000000.0,3333.3333333333335,False,transport_limited
low,750,1.0,1000.0,30.0,100000.0,0.0,1399.735641819646,0.5,70266729.21934623,5000000.0,inf,True,thermodynamically_conceivable
low,750,1.0,1000.0,30.0,100000.0,100.0,1399.735641819646,0.5,70266729.21934623,5000000.0,10000.0,True,thermodynamically_conceivable
low,750,1.0,1000.0,30.0,100000.0,300.0,1399.735641819646,0.5,70266729.21934623,5000000.0,3333.3333333333335,False,transport_limited
low,750,1.0,1000.0,30.0,1000000.0,0.0,1399.735641819646,0.5,70266729.21934623,500000.0,inf,True,thermodynamically_conceivable
low,750,1.0,1000.0,30.0,1000000.0,100.0,1399.735641819646,0.5,70266729.21934623,500000.0,10000.0,True,thermodynamically_conceivable
low,750,1.0,1000.0,30.0,1000000.0,300.0,1399.735641819646,0.5,70266729.21934623,500000.0,3333.3333333333335,False,transport_limited
low,750,5.0,50.0,30.0,1000.0,0.0,3.4993391045491147,0.8333333333333334,292778.03841394256,1250000.0,inf,True,thermodynamically_conceivable
low,750,5.0,50.0,30.0,1000.0,100.0,3.4993391045491147,0.8333333333333334,292778.03841394256,1250000.0,500.0,False,transport_limited
low,750,5.0,50.0,30.0,1000.0,300.0,3.4993391045491147,0.8333333333333334,292778.03841394256,1250000.0,166.66666666666666,False,transport_limited
low,750,5.0,50.0,30.0,100000.0,0.0,3.4993391045491147,0.8333333333333334,292778.03841394256,12500.0,inf,True,thermodynamically_conceivable
low,750,5.0,50.0,30.0,100000.0,100.0,3.4993391045491147,0.8333333333333334,292778.03841394256,12500.0,500.0,False,transport_limited
low,750,5.0,50.0,30.0,100000.0,300.0,3.4993391045491147,0.8333333333333334,292778.03841394256,12500.0,166.66666666666666,False,transport_limited
low,750,5.0,50.0,30.0,1000000.0,0.0,3.4993391045491147,0.8333333333333334,292778.03841394256,1250.0,inf,False,transport_limited
low,750,5.0,50.0,30.0,1000000.0,100.0,3.4993391045491147,0.8333333333333334,292778.03841394256,1250.0,500.0,False,transport_limited
low,750,5.0,50.0,30.0,1000000.0,300.0,3.4993391045491147,0.8333333333333334,292778.03841394256,1250.0,166.66666666666666,False,transport_limited
low,750,5.0,200.0,30.0,1000.0,0.0,55.989425672785835,0.8333333333333334,4684448.614623081,20000000.0,inf,True,thermodynamically_conceivable
low,750,5.0,200.0,30.0,1000.0,100.0,55.989425672785835,0.8333333333333334,4684448.614623081,20000000.0,2000.0,False,transport_limited
low,750,5.0,200.0,30.0,1000.0,300.0,55.989425672785835,0.8333333333333334,4684448.614623081,20000000.0,666.6666666666666,False,transport_limited
low,750,5.0,200.0,30.0,100000.0,0.0,55.989425672785835,0.8333333333333334,4684448.614623081,200000.0,inf,True,thermodynamically_conceivable
low,750,5.0,200.0,30.0,100000.0,100.0,55.989425672785835,0.8333333333333334,4684448.614623081,200000.0,2000.0,False,transport_limited
low,750,5.0,200.0,30.0,100000.0,300.0,55.989425672785835,0.8333333333333334,4684448.614623081,200000.0,666.6666666666666,False,transport_limited
low,750,5.0,200.0,30.0,1000000.0,0.0,55.989425672785835,0.8333333333333334,4684448.614623081,20000.0,inf,True,thermodynamically_conceivable
low,750,5.0,200.0,30.0,1000000.0,100.0,55.989425672785835,0.8333333333333334,4684448.614623081,20000.0,2000.0,False,transport_limited
low,750,5.0,200.0,30.0,1000000.0,300.0,55.989425672785835,0.8333333333333334,4684448.614623081,20000.0,666.6666666666666,False,transport_limited
low,750,5.0,1000.0,30.0,1000.0,0.0,1399.735641819646,0.8333333333333334,117111215.36557707,500000000.0,inf,True,thermodynamically_conceivable
low,750,5.0,1000.0,30.0,1000.0,100.0,1399.735641819646,0.8333333333333334,117111215.36557707,500000000.0,10000.0,True,thermodynamically_conceivable
low,750,5.0,1000.0,30.0,1000.0,300.0,1399.735641819646,0.8333333333333334,117111215.36557707,500000000.0,3333.3333333333335,False,transport_limited
low,750,5.0,1000.0,30.0,100000.0,0.0,1399.735641819646,0.8333333333333334,117111215.36557707,5000000.0,inf,True,thermodynamically_conceivable
low,750,5.0,1000.0,30.0,100000.0,100.0,1399.735641819646,0.8333333333333334,117111215.36557707,5000000.0,10000.0,True,thermodynamically_conceivable
low,750,5.0,1000.0,30.0,100000.0,300.0,1399.735641819646,0.8333333333333334,117111215.36557707,5000000.0,3333.3333333333335,False,transport_limited
low,750,5.0,1000.0,30.0,1000000.0,0.0,1399.735641819646,0.8333333333333334,117111215.36557707,500000.0,inf,True,thermodynamically_conceivable
low,750,5.0,1000.0,30.0,1000000.0,100.0,1399.735641819646,0.8333333333333334,117111215.36557707,500000.0,10000.0,True,thermodynamically_conceivable
low,750,5.0,1000.0,30.0,1000000.0,300.0,1399.735641819646,0.8333333333333334,117111215.36557707,500000.0,3333.3333333333335,False,transport_limited
low,750,20.0,50.0,30.0,1000.0,0.0,3.4993391045491147,0.9523809523809523,334603.47247307724,1250000.0,inf,True,thermodynamically_conceivable
low,750,20.0,50.0,30.0,1000.0,100.0,3.4993391045491147,0.9523809523809523,334603.47247307724,1250000.0,500.0,False,transport_limited
low,750,20.0,50.0,30.0,1000.0,300.0,3.4993391045491147,0.9523809523809523,334603.47247307724,1250000.0,166.66666666666666,False,transport_limited
low,750,20.0,50.0,30.0,100000.0,0.0,3.4993391045491147,0.9523809523809523,334603.47247307724,12500.0,inf,True,thermodynamically_conceivable
low,750,20.0,50.0,30.0,100000.0,100.0,3.4993391045491147,0.9523809523809523,334603.47247307724,12500.0,500.0,False,transport_limited
low,750,20.0,50.0,30.0,100000.0,300.0,3.4993391045491147,0.9523809523809523,334603.47247307724,12500.0,166.66666666666666,False,transport_limited
low,750,20.0,50.0,30.0,1000000.0,0.0,3.4993391045491147,0.9523809523809523,334603.47247307724,1250.0,inf,False,transport_limited
low,750,20.0,50.0,30.0,1000000.0,100.0,3.4993391045491147,0.9523809523809523,334603.47247307724,1250.0,500.0,False,transport_limited
low,750,20.0,50.0,30.0,1000000.0,300.0,3.4993391045491147,0.9523809523809523,334603.47247307724,1250.0,166.66666666666666,False,transport_limited
low,750,20.0,200.0,30.0,1000.0,0.0,55.989425672785835,0.9523809523809523,5353655.559569236,20000000.0,inf,True,thermodynamically_conceivable
low,750,20.0,200.0,30.0,1000.0,100.0,55.989425672785835,0.9523809523809523,5353655.559569236,20000000.0,2000.0,False,transport_limited
low,750,20.0,200.0,30.0,1000.0,300.0,55.989425672785835,0.9523809523809523,5353655.559569236,20000000.0,666.6666666666666,False,transport_limited
low,750,20.0,200.0,30.0,100000.0,0.0,55.989425672785835,0.9523809523809523,5353655.559569236,200000.0,inf,True,thermodynamically_conceivable
low,750,20.0,200.0,30.0,100000.0,100.0,55.989425672785835,0.9523809523809523,5353655.559569236,200000.0,2000.0,False,transport_limited
low,750,20.0,200.0,30.0,100000.0,300.0,55.989425672785835,0.9523809523809523,5353655.559569236,200000.0,666.6666666666666,False,transport_limited
low,750,20.0,200.0,30.0,1000000.0,0.0,55.989425672785835,0.9523809523809523,5353655.559569236,20000.0,inf,True,thermodynamically_conceivable
low,750,20.0,200.0,30.0,1000000.0,100.0,55.989425672785835,0.9523809523809523,5353655.559569236,20000.0,2000.0,False,transport_limited
low,750,20.0,200.0,30.0,1000000.0,300.0,55.989425672785835,0.9523809523809523,5353655.559569236,20000.0,666.6666666666666,False,transport_limited
low,750,20.0,1000.0,30.0,1000.0,0.0,1399.735641819646,0.9523809523809523,133841388.9892309,500000000.0,inf,True,thermodynamically_conceivable
low,750,20.0,1000.0,30.0,1000.0,100.0,1399.735641819646,0.9523809523809523,133841388.9892309,500000000.0,10000.0,True,thermodynamically_conceivable
low,750,20.0,1000.0,30.0,1000.0,300.0,1399.735641819646,0.9523809523809523,133841388.9892309,500000000.0,3333.3333333333335,False,transport_limited
low,750,20.0,1000.0,30.0,100000.0,0.0,1399.735641819646,0.9523809523809523,133841388.9892309,5000000.0,inf,True,thermodynamically_conceivable
low,750,20.0,1000.0,30.0,100000.0,100.0,1399.735641819646,0.9523809523809523,133841388.9892309,5000000.0,10000.0,True,thermodynamically_conceivable
low,750,20.0,1000.0,30.0,100000.0,300.0,1399.735641819646,0.9523809523809523,133841388.9892309,5000000.0,3333.3333333333335,False,transport_limited
low,750,20.0,1000.0,30.0,1000000.0,0.0,1399.735641819646,0.9523809523809523,133841388.9892309,500000.0,inf,True,thermodynamically_conceivable
low,750,20.0,1000.0,30.0,1000000.0,100.0,1399.735641819646,0.9523809523809523,133841388.9892309,500000.0,10000.0,True,thermodynamically_conceivable
low,750,20.0,1000.0,30.0,1000000.0,300.0,1399.735641819646,0.9523809523809523,133841388.9892309,500000.0,3333.3333333333335,False,transport_limited
moderate,250,1.0,50.0,30.0,1000.0,0.0,74392.78464506098,0.5,3734517789.182061,1250000.0,inf,True,thermodynamically_conceivable
moderate,250,1.0,50.0,30.0,1000.0,100.0,74392.78464506098,0.5,3734517789.182061,1250000.0,500.0,False,transport_limited
moderate,250,1.0,50.0,30.0,1000.0,300.0,74392.78464506098,0.5,3734517789.182061,1250000.0,166.66666666666666,False,transport_limited
moderate,250,1.0,50.0,30.0,100000.0,0.0,74392.78464506098,0.5,3734517789.182061,12500.0,inf,True,thermodynamically_conceivable
moderate,250,1.0,50.0,30.0,100000.0,100.0,74392.78464506098,0.5,3734517789.182061,12500.0,500.0,False,transport_limited
moderate,250,1.0,50.0,30.0,100000.0,300.0,74392.78464506098,0.5,3734517789.182061,12500.0,166.66666666666666,False,transport_limited
moderate,250,1.0,50.0,30.0,1000000.0,0.0,74392.78464506098,0.5,3734517789.182061,1250.0,inf,False,transport_limited
moderate,250,1.0,50.0,30.0,1000000.0,100.0,74392.78464506098,0.5,3734517789.182061,1250.0,500.0,False,transport_limited
moderate,250,1.0,50.0,30.0,1000000.0,300.0,74392.78464506098,0.5,3734517789.182061,1250.0,166.66666666666666,False,transport_limited
moderate,250,1.0,200.0,30.0,1000.0,0.0,1190284.5543209757,0.5,59752284626.91298,20000000.0,inf,True,thermodynamically_conceivable
moderate,250,1.0,200.0,30.0,1000.0,100.0,1190284.5543209757,0.5,59752284626.91298,20000000.0,2000.0,False,transport_limited
moderate,250,1.0,200.0,30.0,1000.0,300.0,1190284.5543209757,0.5,59752284626.91298,20000000.0,666.6666666666666,False,transport_limited
moderate,250,1.0,200.0,30.0,100000.0,0.0,1190284.5543209757,0.5,59752284626.91298,200000.0,inf,True,thermodynamically_conceivable
moderate,250,1.0,200.0,30.0,100000.0,100.0,1190284.5543209757,0.5,59752284626.91298,200000.0,2000.0,False,transport_limited
moderate,250,1.0,200.0,30.0,100000.0,300.0,1190284.5543209757,0.5,59752284626.91298,200000.0,666.6666666666666,False,transport_limited
moderate,250,1.0,200.0,30.0,1000000.0,0.0,1190284.5543209757,0.5,59752284626.91298,20000.0,inf,True,thermodynamically_conceivable
moderate,250,1.0,200.0,30.0,1000000.0,100.0,1190284.5543209757,0.5,59752284626.91298,20000.0,2000.0,False,transport_limited
moderate,250,1.0,200.0,30.0,1000000.0,300.0,1190284.5543209757,0.5,59752284626.91298,20000.0,666.6666666666666,False,transport_limited
moderate,250,1.0,1000.0,30.0,1000.0,0.0,29757113.858024392,0.5,1493807115672.8245,500000000.0,inf,True,thermodynamically_conceivable
moderate,250,1.0,1000.0,30.0,1000.0,100.0,29757113.858024392,0.5,1493807115672.8245,500000000.0,10000.0,True,thermodynamically_conceivable
moderate,250,1.0,1000.0,30.0,1000.0,300.0,29757113.858024392,0.5,1493807115672.8245,500000000.0,3333.3333333333335,False,transport_limited
moderate,250,1.0,1000.0,30.0,100000.0,0.0,29757113.858024392,0.5,1493807115672.8245,5000000.0,inf,True,thermodynamically_conceivable
moderate,250,1.0,1000.0,30.0,100000.0,100.0,29757113.858024392,0.5,1493807115672.8245,5000000.0,10000.0,True,thermodynamically_conceivable
moderate,250,1.0,1000.0,30.0,100000.0,300.0,29757113.858024392,0.5,1493807115672.8245,5000000.0,3333.3333333333335,False,transport_limited
moderate,250,1.0,1000.0,30.0,1000000.0,0.0,29757113.858024392,0.5,1493807115672.8245,500000.0,inf,True,thermodynamically_conceivable
moderate,250,1.0,1000.0,30.0,1000000.0,100.0,29757113.858024392,0.5,1493807115672.8245,500000.0,10000.0,True,thermodynamically_conceivable
moderate,250,1.0,1000.0,30.0,1000000.0,300.0,29757113.858024392,0.5,1493807115672.8245,500000.0,3333.3333333333335,False,transport_limited
moderate,250,5.0,50.0,30.0,1000.0,0.0,74392.78464506098,0.8333333333333334,6224196315.303435,1250000.0,inf,True,thermodynamically_conceivable
moderate,250,5.0,50.0,30.0,1000.0,100.0,74392.78464506098,0.8333333333333334,6224196315.303435,1250000.0,500.0,False,transport_limited
moderate,250,5.0,50.0,30.0,1000.0,300.0,74392.78464506098,0.8333333333333334,6224196315.303435,1250000.0,166.66666666666666,False,transport_limited
moderate,250,5.0,50.0,30.0,100000.0,0.0,74392.78464506098,0.8333333333333334,6224196315.303435,12500.0,inf,True,thermodynamically_conceivable
moderate,250,5.0,50.0,30.0,100000.0,100.0,74392.78464506098,0.8333333333333334,6224196315.303435,12500.0,500.0,False,transport_limited
moderate,250,5.0,50.0,30.0,100000.0,300.0,74392.78464506098,0.8333333333333334,6224196315.303435,12500.0,166.66666666666666,False,transport_limited
moderate,250,5.0,50.0,30.0,1000000.0,0.0,74392.78464506098,0.8333333333333334,6224196315.303435,1250.0,inf,False,transport_limited
moderate,250,5.0,50.0,30.0,1000000.0,100.0,74392.78464506098,0.8333333333333334,6224196315.303435,1250.0,500.0,False,transport_limited
moderate,250,5.0,50.0,30.0,1000000.0,300.0,74392.78464506098,0.8333333333333334,6224196315.303435,1250.0,166.66666666666666,False,transport_limited
moderate,250,5.0,200.0,30.0,1000.0,0.0,1190284.5543209757,0.8333333333333334,99587141044.85497,20000000.0,inf,True,thermodynamically_conceivable
moderate,250,5.0,200.0,30.0,1000.0,100.0,1190284.5543209757,0.8333333333333334,99587141044.85497,20000000.0,2000.0,False,transport_limited
moderate,250,5.0,200.0,30.0,1000.0,300.0,1190284.5543209757,0.8333333333333334,99587141044.85497,20000000.0,666.6666666666666,False,transport_limited
moderate,250,5.0,200.0,30.0,100000.0,0.0,1190284.5543209757,0.8333333333333334,99587141044.85497,200000.0,inf,True,thermodynamically_conceivable
moderate,250,5.0,200.0,30.0,100000.0,100.0,1190284.5543209757,0.8333333333333334,99587141044.85497,200000.0,2000.0,False,transport_limited
moderate,250,5.0,200.0,30.0,100000.0,300.0,1190284.5543209757,0.8333333333333334,99587141044.85497,200000.0,666.6666666666666,False,transport_limited
moderate,250,5.0,200.0,30.0,1000000.0,0.0,1190284.5543209757,0.8333333333333334,99587141044.85497,20000.0,inf,True,thermodynamically_conceivable
moderate,250,5.0,200.0,30.0,1000000.0,100.0,1190284.5543209757,0.8333333333333334,99587141044.85497,20000.0,2000.0,False,transport_limited
moderate,250,5.0,200.0,30.0,1000000.0,300.0,1190284.5543209757,0.8333333333333334,99587141044.85497,20000.0,666.6666666666666,False,transport_limited
moderate,250,5.0,1000.0,30.0,1000.0,0.0,29757113.858024392,0.8333333333333334,2489678526121.374,500000000.0,inf,True,thermodynamically_conceivable
moderate,250,5.0,1000.0,30.0,1000.0,100.0,29757113.858024392,0.8333333333333334,2489678526121.374,500000000.0,10000.0,True,thermodynamically_conceivable
moderate,250,5.0,1000.0,30.0,1000.0,300.0,29757113.858024392,0.8333333333333334,2489678526121.374,500000000.0,3333.3333333333335,False,transport_limited
moderate,250,5.0,1000.0,30.0,100000.0,0.0,29757113.858024392,0.8333333333333334,2489678526121.374,5000000.0,inf,True,thermodynamically_conceivable
moderate,250,5.0,1000.0,30.0,100000.0,100.0,29757113.858024392,0.8333333333333334,2489678526121.374,5000000.0,10000.0,True,thermodynamically_conceivable
moderate,250,5.0,1000.0,30.0,100000.0,300.0,29757113.858024392,0.8333333333333334,2489678526121.374,5000000.0,3333.3333333333335,False,transport_limited
