regime,alt_km,delta,sigma_h_km,sigma_v_km,kappa_h,advection_ms,patch_air_mass_kg,heating_fraction,E_thermal_min_J,tau_diff_s,tau_adv_s,transport_survivable_1h,classification
moderate,600,20.0,1000.0,30.0,1000000.0,0.0,58809.86275769811,0.9523809523809523,5623343067.497991,500000.0,inf,True,thermodynamically_conceivable
moderate,600,20.0,1000.0,30.0,1000000.0,100.0,58809.86275769811,0.9523809523809523,5623343067.497991,500000.0,10000.0,True,thermodynamically_conceivable
moderate,600,20.0,1000.0,30.0,1000000.0,300.0,58809.86275769811,0.9523809523809523,5623343067.497991,500000.0,3333.3333333333335,False,transport_limited
moderate,750,1.0,50.0,30.0,1000.0,0.0,23.0957484845721,0.5,1159406.5739255194,1250000.0,inf,True,thermodynamically_conceivable
moderate,750,1.0,50.0,30.0,1000.0,100.0,23.0957484845721,0.5,1159406.5739255194,1250000.0,500.0,False,transport_limited
moderate,750,1.0,50.0,30.0,1000.0,300.0,23.0957484845721,0.5,1159406.5739255194,1250000.0,166.66666666666666,False,transport_limited
moderate,750,1.0,50.0,30.0,100000.0,0.0,23.0957484845721,0.5,1159406.5739255194,12500.0,inf,True,thermodynamically_conceivable
moderate,750,1.0,50.0,30.0,100000.0,100.0,23.0957484845721,0.5,1159406.5739255194,12500.0,500.0,False,transport_limited
moderate,750,1.0,50.0,30.0,100000.0,300.0,23.0957484845721,0.5,1159406.5739255194,12500.0,166.66666666666666,False,transport_limited
moderate,750,1.0,50.0,30.0,1000000.0,0.0,23.0957484845721,0.5,1159406.5739255194,1250.0,inf,False,transport_limited
moderate,750,1.0,50.0,30.0,1000000.0,100.0,23.0957484845721,0.5,1159406.5739255194,1250.0,500.0,False,transport_limited
moderate,750,1.0,50.0,30.0,1000000.0,300.0,23.0957484845721,0.5,1159406.5739255194,1250.0,166.66666666666666,False,transport_limited
moderate,750,1.0,200.0,30.0,1000.0,0.0,369.5319757531536,0.5,18550505.18280831,20000000.0,inf,True,thermodynamically_conceivable
moderate,750,1.0,200.0,30.0,1000.0,100.0,369.5319757531536,0.5,18550505.18280831,20000000.0,2000.0,False,transport_limited
moderate,750,1.0,200.0,30.0,1000.0,300.0,369.5319757531536,0.5,18550505.18280831,20000000.0,666.6666666666666,False,transport_limited
moderate,750,1.0,200.0,30.0,100000.0,0.0,369.5319757531536,0.5,18550505.18280831,200000.0,inf,True,thermodynamically_conceivable
moderate,750,1.0,200.0,30.0,100000.0,100.0,369.5319757531536,0.5,18550505.18280831,200000.0,2000.0,False,transport_limited
moderate,750,1.0,200.0,30.0,100000.0,300.0,369.5319757531536,0.5,18550505.18280831,200000.0,666.6666666666666,False,transport_limited
moderate,750,1.0,200.0,30.0,1000000.0,0.0,369.5319757531536,0.5,18550505.18280831,20000.0,inf,True,thermodynamically_conceivable
moderate,750,1.0,200.0,30.0,1000000.0,100.0,369.5319757531536,0.5,18550505.18280831,20000.0,2000.0,False,transport_limited
moderate,750,1.0,200.0,30.0,1000000.0,300.0,369.5319757531536,0.5,18550505.18280831,20000.0,666.6666666666666,False,transport_limited
moderate,750,1.0,1000.0,30.0,1000.0,0.0,9238.299393828838,0.5,463762629.57020766,500000000.0,inf,True,thermodynamically_conceivable
moderate,750,1.0,1000.0,30.0,1000.0,100.0,9238.299393828838,0.5,463762629.57020766,500000000.0,10000.0,True,thermodynamically_conceivable
moderate,750,1.0,1000.0,30.0,1000.0,300.0,9238.299393828838,0.5,463762629.57020766,500000000.0,3333.3333333333335,False,transport_limited
moderate,750,1.0,1000.0,30.0,100000.0,0.0,9238.299393828838,0.5,463762629.57020766,5000000.0,inf,True,thermodynamically_conceivable
moderate,750,1.0,1000.0,30.0,100000.0,100.0,9238.299393828838,0.5,463762629.57020766,5000000.0,10000.0,True,thermodynamically_conceivable
moderate,750,1.0,1000.0,30.0,100000.0,300.0,9238.299393828838,0.5,463762629.57020766,5000000.0,3333.3333333333335,False,transport_limited
moderate,750,1.0,1000.0,30.0,1000000.0,0.0,9238.299393828838,0.5,463762629.57020766,500000.0,inf,True,thermodynamically_conceivable
moderate,750,1.0,1000.0,30.0,1000000.0,100.0,9238.299393828838,0.5,463762629.57020766,500000.0,10000.0,True,thermodynamically_conceivable
moderate,750,1.0,1000.0,30.0,1000000.0,300.0,9238.299393828838,0.5,463762629.57020766,500000.0,3333.3333333333335,False,transport_limited
moderate,750,5.0,50.0,30.0,1000.0,0.0,23.0957484845721,0.8333333333333334,1932344.289875866,1250000.0,inf,True,thermodynamically_conceivable
moderate,750,5.0,50.0,30.0,1000.0,100.0,23.0957484845721,0.8333333333333334,1932344.289875866,1250000.0,500.0,False,transport_limited
moderate,750,5.0,50.0,30.0,1000.0,300.0,23.0957484845721,0.8333333333333334,1932344.289875866,1250000.0,166.66666666666666,False,transport_limited
moderate,750,5.0,50.0,30.0,100000.0,0.0,23.0957484845721,0.8333333333333334,1932344.289875866,12500.0,inf,True,thermodynamically_conceivable
moderate,750,5.0,50.0,30.0,100000.0,100.0,23.0957484845721,0.8333333333333334,1932344.289875866,12500.0,500.0,False,transport_limited
moderate,750,5.0,50.0,30.0,100000.0,300.0,23.0957484845721,0.8333333333333334,1932344.289875866,12500.0,166.66666666666666,False,transport_limited
moderate,750,5.0,50.0,30.0,1000000.0,0.0,23.0957484845721,0.8333333333333334,1932344.289875866,1250.0,inf,False,transport_limited
moderate,750,5.0,50.0,30.0,1000000.0,100.0,23.0957484845721,0.8333333333333334,1932344.289875866,1250.0,500.0,False,transport_limited
moderate,750,5.0,50.0,30.0,1000000.0,300.0,23.0957484845721,0.8333333333333334,1932344.289875866,1250.0,166.66666666666666,False,transport_limited
moderate,750,5.0,200.0,30.0,1000.0,0.0,369.5319757531536,0.8333333333333334,30917508.638013855,20000000.0,inf,True,thermodynamically_conceivable
moderate,750,5.0,200.0,30.0,1000.0,100.0,369.5319757531536,0.8333333333333334,30917508.638013855,20000000.0,2000.0,False,transport_limited
moderate,750,5.0,200.0,30.0,1000.0,300.0,369.5319757531536,0.8333333333333334,30917508.638013855,20000000.0,666.6666666666666,False,transport_limited
moderate,750,5.0,200.0,30.0,100000.0,0.0,369.5319757531536,0.8333333333333334,30917508.638013855,200000.0,inf,True,thermodynamically_conceivable
moderate,750,5.0,200.0,30.0,100000.0,100.0,369.5319757531536,0.8333333333333334,30917508.638013855,200000.0,2000.0,False,transport_limited
moderate,750,5.0,200.0,30.0,100000.0,300.0,369.5319757531536,0.8333333333333334,30917508.638013855,200000.0,666.6666666666666,False,transport_limited
moderate,750,5.0,200.0,30.0,1000000.0,0.0,369.5319757531536,0.8333333333333334,30917508.638013855,20000.0,inf,True,thermodynamically_conceivable
moderate,750,5.0,200.0,30.0,1000000.0,100.0,369.5319757531536,0.8333333333333334,30917508.638013855,20000.0,2000.0,False,transport_limited
moderate,750,5.0,200.0,30.0,1000000.0,300.0,369.5319757531536,0.8333333333333334,30917508.638013855,20000.0,666.6666666666666,False,transport_limited
moderate,750,5.0,1000.0,30.0,1000.0,0.0,9238.299393828838,0.8333333333333334,772937715.9503462,500000000.0,inf,True,thermodynamically_conceivable
moderate,750,5.0,1000.0,30.0,1000.0,100.0,9238.299393828838,0.8333333333333334,772937715.9503462,500000000.0,10000.0,True,thermodynamically_conceivable
moderate,750,5.0,1000.0,30.0,1000.0,300.0,9238.299393828838,0.8333333333333334,772937715.9503462,500000000.0,3333.3333333333335,False,transport_limited
moderate,750,5.0,1000.0,30.0,100000.0,0.0,9238.299393828838,0.8333333333333334,772937715.9503462,5000000.0,inf,True,thermodynamically_conceivable
moderate,750,5.0,1000.0,30.0,100000.0,100.0,9238.299393828838,0.8333333333333334,772937715.9503462,5000000.0,10000.0,True,thermodynamically_conceivable
moderate,750,5.0,1000.0,30.0,100000.0,300.0,9238.299393828838,0.8333333333333334,772937715.9503462,5000000.0,3333.3333333333335,False,transport_limited
moderate,750,5.0,1000.0,30.0,1000000.0,0.0,9238.299393828838,0.8333333333333334,772937715.9503462,500000.0,inf,True,thermodynamically_conceivable
moderate,750,5.0,1000.0,30.0,1000000.0,100.0,9238.299393828838,0.8333333333333334,772937715.9503462,500000.0,10000.0,True,thermodynamically_conceivable
moderate,750,5.0,1000.0,30.0,1000000.0,300.0,9238.299393828838,0.8333333333333334,772937715.9503462,500000.0,3333.3333333333335,False,transport_limited
moderate,750,20.0,50.0,30.0,1000.0,0.0,23.0957484845721,0.9523809523809523,2208393.4741438464,1250000.0,inf,True,thermodynamically_conceivable
moderate,750,20.0,50.0,30.0,1000.0,100.0,23.0957484845721,0.9523809523809523,2208393.4741438464,1250000.0,500.0,False,transport_limited
moderate,750,20.0,50.0,30.0,1000.0,300.0,23.0957484845721,0.9523809523809523,2208393.4741438464,1250000.0,166.66666666666666,False,transport_limited
moderate,750,20.0,50.0,30.0,100000.0,0.0,23.0957484845721,0.9523809523809523,2208393.4741438464,12500.0,inf,True,thermodynamically_conceivable
moderate,750,20.0,50.0,30.0,100000.0,100.0,23.0957484845721,0.9523809523809523,2208393.4741438464,12500.0,500.0,False,transport_limited
moderate,750,20.0,50.0,30.0,100000.0,300.0,23.0957484845721,0.9523809523809523,2208393.4741438464,12500.0,166.66666666666666,False,transport_limited
moderate,750,20.0,50.0,30.0,1000000.0,0.0,23.0957484845721,0.9523809523809523,2208393.4741438464,1250.0,inf,False,transport_limited
moderate,750,20.0,50.0,30.0,1000000.0,100.0,23.0957484845721,0.9523809523809523,2208393.4741438464,1250.0,500.0,False,transport_limited
moderate,750,20.0,50.0,30.0,1000000.0,300.0,23.0957484845721,0.9523809523809523,2208393.4741438464,1250.0,166.66666666666666,False,transport_limited
moderate,750,20.0,200.0,30.0,1000.0,0.0,369.5319757531536,0.9523809523809523,35334295.58630154,20000000.0,inf,True,thermodynamically_conceivable
moderate,750,20.0,200.0,30.0,1000.0,100.0,369.5319757531536,0.9523809523809523,35334295.58630154,20000000.0,2000.0,False,transport_limited
moderate,750,20.0,200.0,30.0,1000.0,300.0,369.5319757531536,0.9523809523809523,35334295.58630154,20000000.0,666.6666666666666,False,transport_limited
moderate,750,20.0,200.0,30.0,100000.0,0.0,369.5319757531536,0.9523809523809523,35334295.58630154,200000.0,inf,True,thermodynamically_conceivable
moderate,750,20.0,200.0,30.0,100000.0,100.0,369.5319757531536,0.9523809523809523,35334295.58630154,200000.0,2000.0,False,transport_limited
moderate,750,20.0,200.0,30.0,100000.0,300.0,369.5319757531536,0.9523809523809523,35334295.58630154,200000.0,666.6666666666666,False,transport_limited
moderate,750,20.0,200.0,30.0,1000000.0,0.0,369.5319757531536,0.9523809523809523,35334295.58630154,20000.0,inf,True,thermodynamically_conceivable
moderate,750,20.0,200.0,30.0,1000000.0,100.0,369.5319757531536,0.9523809523809523,35334295.58630154,20000.0,2000.0,False,transport_limited
moderate,750,20.0,200.0,30.0,1000000.0,300.0,369.5319757531536,0.9523809523809523,35334295.58630154,20000.0,666.6666666666666,False,transport_limited
moderate,750,20.0,1000.0,30.0,1000.0,0.0,9238.299393828838,0.9523809523809523,883357389.6575384,500000000.0,inf,True,thermodynamically_conceivable
moderate,750,20.0,1000.0,30.0,1000.0,100.0,9238.299393828838,0.9523809523809523,883357389.6575384,500000000.0,10000.0,True,thermodynamically_conceivable
moderate,750,20.0,1000.0,30.0,1000.0,300.0,9238.299393828838,0.9523809523809523,883357389.6575384,500000000.0,3333.3333333333335,False,transport_limited
moderate,750,20.0,1000.0,30.0,100000.0,0.0,9238.299393828838,0.9523809523809523,883357389.6575384,5000000.0,inf,True,thermodynamically_conceivable
moderate,750,20.0,1000.0,30.0,100000.0,100.0,9238.299393828838,0.9523809523809523,883357389.6575384,5000000.0,10000.0,True,thermodynamically_conceivable
moderate,750,20.0,1000.0,30.0,100000.0,300.0,9238.299393828838,0.9523809523809523,883357389.6575384,5000000.0,3333.3333333333335,False,transport_limited
moderate,750,20.0,1000.0,30.0,1000000.0,0.0,9238.299393828838,0.9523809523809523,883357389.6575384,500000.0,inf,True,thermodynamically_conceivable
moderate,750,20.0,1000.0,30.0,1000000.0,100.0,9238.299393828838,0.9523809523809523,883357389.6575384,500000.0,10000.0,True,thermodynamically_conceivable
moderate,750,20.0,1000.0,30.0,1000000.0,300.0,9238.299393828838,0.9523809523809523,883357389.6575384,500000.0,3333.3333333333335,False,transport_limited
high,250,1.0,50.0,30.0,1000.0,0.0,141341.74391421556,0.5,7095355544.493622,1250000.0,inf,True,thermodynamically_conceivable
high,250,1.0,50.0,30.0,1000.0,100.0,141341.74391421556,0.5,7095355544.493622,1250000.0,500.0,False,transport_limited
high,250,1.0,50.0,30.0,1000.0,300.0,141341.74391421556,0.5,7095355544.493622,1250000.0,166.66666666666666,False,transport_limited
high,250,1.0,50.0,30.0,100000.0,0.0,141341.74391421556,0.5,7095355544.493622,12500.0,inf,True,thermodynamically_conceivable
high,250,1.0,50.0,30.0,100000.0,100.0,141341.74391421556,0.5,7095355544.493622,12500.0,500.0,False,transport_limited
high,250,1.0,50.0,30.0,100000.0,300.0,141341.74391421556,0.5,7095355544.493622,12500.0,166.66666666666666,False,transport_limited
high,250,1.0,50.0,30.0,1000000.0,0.0,141341.74391421556,0.5,7095355544.493622,1250.0,inf,False,transport_limited
high,250,1.0,50.0,30.0,1000000.0,100.0,141341.74391421556,0.5,7095355544.493622,1250.0,500.0,False,transport_limited
high,250,1.0,50.0,30.0,1000000.0,300.0,141341.74391421556,0.5,7095355544.493622,1250.0,166.66666666666666,False,transport_limited
high,250,1.0,200.0,30.0,1000.0,0.0,2261467.902627449,0.5,113525688711.89795,20000000.0,inf,True,thermodynamically_conceivable
high,250,1.0,200.0,30.0,1000.0,100.0,2261467.902627449,0.5,113525688711.89795,20000000.0,2000.0,False,transport_limited
high,250,1.0,200.0,30.0,1000.0,300.0,2261467.902627449,0.5,113525688711.89795,20000000.0,666.6666666666666,False,transport_limited
high,250,1.0,200.0,30.0,100000.0,0.0,2261467.902627449,0.5,113525688711.89795,200000.0,inf,True,thermodynamically_conceivable
high,250,1.0,200.0,30.0,100000.0,100.0,2261467.902627449,0.5,113525688711.89795,200000.0,2000.0,False,transport_limited
high,250,1.0,200.0,30.0,100000.0,300.0,2261467.902627449,0.5,113525688711.89795,200000.0,666.6666666666666,False,transport_limited
high,250,1.0,200.0,30.0,1000000.0,0.0,2261467.902627449,0.5,113525688711.89795,20000.0,inf,True,thermodynamically_conceivable
high,250,1.0,200.0,30.0,1000000.0,100.0,2261467.902627449,0.5,113525688711.89795,20000.0,2000.0,False,transport_limited
high,250,1.0,200.0,30.0,1000000.0,300.0,2261467.902627449,0.5,113525688711.89795,20000.0,666.6666666666666,False,transport_limited
high,250,1.0,1000.0,30.0,1000.0,0.0,56536697.56568623,0.5,2838142217797.4487,500000000.0,inf,True,thermodynamically_conceivable
high,250,1.0,1000.0,30.0,1000.0,100.0,56536697.56568623,0.5,2838142217797.4487,500000000.0,10000.0,True,thermodynamically_conceivable
high,250,1.0,1000.0,30.0,1000.0,300.0,56536697.56568623,0.5,2838142217797.4487,500000000.0,3333.3333333333335,False,transport_limited
high,250,1.0,1000.0,30.0,100000.0,0.0,56536697.56568623,0.5,2838142217797.4487,5000000.0,inf,True,thermodynamically_conceivable
high,250,1.0,1000.0,30.0,100000.0,100.0,56536697.56568623,0.5,2838142217797.4487,5000000.0,10000.0,True,thermodynamically_conceivable
high,250,1.0,1000.0,30.0,100000.0,300.0,56536697.56568623,0.5,2838142217797.4487,5000000.0,3333.3333333333335,False,transport_limited
high,250,1.0,1000.0,30.0,1000000.0,0.0,56536697.56568623,0.5,2838142217797.4487,500000.0,inf,True,thermodynamically_conceivable
high,250,1.0,1000.0,30.0,1000000.0,100.0,56536697.56568623,0.5,2838142217797.4487,500000.0,10000.0,True,thermodynamically_conceivable
high,250,1.0,1000.0,30.0,1000000.0,300.0,56536697.56568623,0.5,2838142217797.4487,500000.0,3333.3333333333335,False,transport_limited
high,250,5.0,50.0,30.0,1000.0,0.0,141341.74391421556,0.8333333333333334,11825592574.156036,1250000.0,inf,True,thermodynamically_conceivable
high,250,5.0,50.0,30.0,1000.0,100.0,141341.74391421556,0.8333333333333334,11825592574.156036,1250000.0,500.0,False,transport_limited
high,250,5.0,50.0,30.0,1000.0,300.0,141341.74391421556,0.8333333333333334,11825592574.156036,1250000.0,166.66666666666666,False,transport_limited
high,250,5.0,50.0,30.0,100000.0,0.0,141341.74391421556,0.8333333333333334,11825592574.156036,12500.0,inf,True,thermodynamically_conceivable
high,250,5.0,50.0,30.0,100000.0,100.0,141341.74391421556,0.8333333333333334,11825592574.156036,12500.0,500.0,False,transport_limited
high,250,5.0,50.0,30.0,100000.0,300.0,141341.74391421556,0.8333333333333334,11825592574.156036,12500.0,166.66666666666666,False,transport_limited
high,250,5.0,50.0,30.0,1000000.0,0.0,141341.74391421556,0.8333333333333334,11825592574.156036,1250.0,inf,False,transport_limited
high,250,5.0,50.0,30.0,1000000.0,100.0,141341.74391421556,0.8333333333333334,11825592574.156036,1250.0,500.0,False,transport_limited
high,250,5.0,50.0,30.0,1000000.0,300.0,141341.74391421556,0.8333333333333334,11825592574.156036,1250.0,166.66666666666666,False,transport_limited
high,250,5.0,200.0,30.0,1000.0,0.0,2261467.902627449,0.8333333333333334,189209481186.49658,20000000.0,inf,True,thermodynamically_conceivable
high,250,5.0,200.0,30.0,1000.0,100.0,2261467.902627449,0.8333333333333334,189209481186.49658,20000000.0,2000.0,False,transport_limited
high,250,5.0,200.0,30.0,1000.0,300.0,2261467.902627449,0.8333333333333334,189209481186.49658,20000000.0,666.6666666666666,False,transport_limited
high,250,5.0,200.0,30.0,100000.0,0.0,2261467.902627449,0.8333333333333334,189209481186.49658,200000.0,inf,True,thermodynamically_conceivable
high,250,5.0,200.0,30.0,100000.0,100.0,2261467.902627449,0.8333333333333334,189209481186.49658,200000.0,2000.0,False,transport_limited
high,250,5.0,200.0,30.0,100000.0,300.0,2261467.902627449,0.8333333333333334,189209481186.49658,200000.0,666.6666666666666,False,transport_limited
high,250,5.0,200.0,30.0,1000000.0,0.0,2261467.902627449,0.8333333333333334,189209481186.49658,20000.0,inf,True,thermodynamically_conceivable
high,250,5.0,200.0,30.0,1000000.0,100.0,2261467.902627449,0.8333333333333334,189209481186.49658,20000.0,2000.0,False,transport_limited
high,250,5.0,200.0,30.0,1000000.0,300.0,2261467.902627449,0.8333333333333334,189209481186.49658,20000.0,666.6666666666666,False,transport_limited
high,250,5.0,1000.0,30.0,1000.0,0.0,56536697.56568623,0.8333333333333334,4730237029662.415,500000000.0,inf,True,thermodynamically_conceivable
high,250,5.0,1000.0,30.0,1000.0,100.0,56536697.56568623,0.8333333333333334,4730237029662.415,500000000.0,10000.0,True,thermodynamically_conceivable
high,250,5.0,1000.0,30.0,1000.0,300.0,56536697.56568623,0.8333333333333334,4730237029662.415,500000000.0,3333.3333333333335,False,transport_limited
high,250,5.0,1000.0,30.0,100000.0,0.0,56536697.56568623,0.8333333333333334,4730237029662.415,5000000.0,inf,True,thermodynamically_conceivable
high,250,5.0,1000.0,30.0,100000.0,100.0,56536697.56568623,0.8333333333333334,4730237029662.415,5000000.0,10000.0,True,thermodynamically_conceivable
high,250,5.0,1000.0,30.0,100000.0,300.0,56536697.56568623,0.8333333333333334,4730237029662.415,5000000.0,3333.3333333333335,False,transport_limited
high,250,5.0,1000.0,30.0,1000000.0,0.0,56536697.56568623,0.8333333333333334,4730237029662.415,500000.0,inf,True,thermodynamically_conceivable
high,250,5.0,1000.0,30.0,1000000.0,100.0,56536697.56568623,0.8333333333333334,4730237029662.415,500000.0,10000.0,True,thermodynamically_conceivable
high,250,5.0,1000.0,30.0,1000000.0,300.0,56536697.56568623,0.8333333333333334,4730237029662.415,500000.0,3333.3333333333335,False,transport_limited
high,250,20.0,50.0,30.0,1000.0,0.0,141341.74391421556,0.9523809523809523,13514962941.892612,1250000.0,inf,True,thermodynamically_conceivable
high,250,20.0,50.0,30.0,1000.0,100.0,141341.74391421556,0.9523809523809523,13514962941.892612,1250000.0,500.0,False,transport_limited
high,250,20.0,50.0,30.0,1000.0,300.0,141341.74391421556,0.9523809523809523,13514962941.892612,1250000.0,166.66666666666666,False,transport_limited
high,250,20.0,50.0,30.0,100000.0,0.0,141341.74391421556,0.9523809523809523,13514962941.892612,12500.0,inf,True,thermodynamically_conceivable
high,250,20.0,50.0,30.0,100000.0,100.0,141341.74391421556,0.9523809523809523,13514962941.892612,12500.0,500.0,False,transport_limited
high,250,20.0,50.0,30.0,100000.0,300.0,141341.74391421556,0.9523809523809523,13514962941.892612,12500.0,166.66666666666666,False,transport_limited
high,250,20.0,50.0,30.0,1000000.0,0.0,141341.74391421556,0.9523809523809523,13514962941.892612,1250.0,inf,False,transport_limited
high,250,20.0,50.0,30.0,1000000.0,100.0,141341.74391421556,0.9523809523809523,13514962941.892612,1250.0,500.0,False,transport_limited
high,250,20.0,50.0,30.0,1000000.0,300.0,141341.74391421556,0.9523809523809523,13514962941.892612,1250.0,166.66666666666666,False,transport_limited
high,250,20.0,200.0,30.0,1000.0,0.0,2261467.902627449,0.9523809523809523,216239407070.2818,20000000.0,inf,True,thermodynamically_conceivable
high,250,20.0,200.0,30.0,1000.0,100.0,2261467.902627449,0.9523809523809523,216239407070.2818,20000000.0,2000.0,False,transport_limited
high,250,20.0,200.0,30.0,1000.0,300.0,2261467.902627449,0.9523809523809523,216239407070.2818,20000000.0,666.6666666666666,False,transport_limited
high,250,20.0,200.0,30.0,100000.0,0.0,2261467.902627449,0.9523809523809523,216239407070.2818,200000.0,inf,True,thermodynamically_conceivable
high,250,20.0,200.0,30.0,100000.0,100.0,2261467.902627449,0.9523809523809523,216239407070.2818,200000.0,2000.0,False,transport_limited
high,250,20.0,200.0,30.0,100000.0,300.0,2261467.902627449,0.9523809523809523,216239407070.2818,200000.0,666.6666666666666,False,transport_limited
high,250,20.0,200.0,30.0,1000000.0,0.0,2261467.902627449,0.9523809523809523,216239407070.2818,20000.0,inf,True,thermodynamically_conceivable
high,250,20.0,200.0,30.0,1000000.0,100.0,2261467.902627449,0.9523809523809523,216239407070.2818,20000.0,2000.0,False,transport_limited
high,250,20.0,200.0,30.0,1000000.0,300.0,2261467.902627449,0.9523809523809523,216239407070.2818,20000.0,666.6666666666666,False,transport_limited
high,250,20.0,1000.0,30.0,1000.0,0.0,56536697.56568623,0.9523809523809523,5405985176757.045,500000000.0,inf,True,thermodynamically_conceivable
high,250,20.0,1000.0,30.0,1000.0,100.0,56536697.56568623,0.9523809523809523,5405985176757.045,500000000.0,10000.0,True,thermodynamically_conceivable
high,250,20.0,1000.0,30.0,1000.0,300.0,56536697.56568623,0.9523809523809523,5405985176757.045,500000000.0,3333.3333333333335,False,transport_limited
high,250,20.0,1000.0,30.0,100000.0,0.0,56536697.56568623,0.9523809523809523,5405985176757.045,5000000.0,inf,True,thermodynamically_conceivable
high,250,20.0,1000.0,30.0,100000.0,100.0,56536697.56568623,0.9523809523809523,5405985176757.045,5000000.0,10000.0,True,thermodynamically_conceivable
high,250,20.0,1000.0,30.0,100000.0,300.0,56536697.56568623,0.9523809523809523,5405985176757.045,5000000.0,3333.3333333333335,False,transport_limited
high,250,20.0,1000.0,30.0,1000000.0,0.0,56536697.56568623,0.9523809523809523,5405985176757.045,500000.0,inf,True,thermodynamically_conceivable
high,250,20.0,1000.0,30.0,1000000.0,100.0,56536697.56568623,0.9523809523809523,5405985176757.045,500000.0,10000.0,True,thermodynamically_conceivable
high,250,20.0,1000.0,30.0,1000000.0,300.0,56536697.56568623,0.9523809523809523,5405985176757.045,500000.0,3333.3333333333335,False,transport_limited
high,300,1.0,50.0,30.0,1000.0,0.0,54957.701053150755,0.5,2758876592.868168,1250000.0,inf,True,thermodynamically_conceivable
high,300,1.0,50.0,30.0,1000.0,100.0,54957.701053150755,0.5,2758876592.868168,1250000.0,500.0,False,transport_limited
high,300,1.0,50.0,30.0,1000.0,300.0,54957.701053150755,0.5,2758876592.868168,1250000.0,166.66666666666666,False,transport_limited
high,300,1.0,50.0,30.0,100000.0,0.0,54957.701053150755,0.5,2758876592.868168,12500.0,inf,True,thermodynamically_conceivable
high,300,1.0,50.0,30.0,100000.0,100.0,54957.701053150755,0.5,2758876592.868168,12500.0,500.0,False,transport_limited
high,300,1.0,50.0,30.0,100000.0,300.0,54957.701053150755,0.5,2758876592.868168,12500.0,166.66666666666666,False,transport_limited
high,300,1.0,50.0,30.0,1000000.0,0.0,54957.701053150755,0.5,2758876592.868168,1250.0,inf,False,transport_limited
high,300,1.0,50.0,30.0,1000000.0,100.0,54957.701053150755,0.5,2758876592.868168,1250.0,500.0,False,transport_limited
high,300,1.0,50.0,30.0,1000000.0,300.0,54957.701053150755,0.5,2758876592.868168,1250.0,166.66666666666666,False,transport_limited
high,300,1.0,200.0,30.0,1000.0,0.0,879323.2168504121,0.5,44142025485.890686,20000000.0,inf,True,thermodynamically_conceivable
high,300,1.0,200.0,30.0,1000.0,100.0,879323.2168504121,0.5,44142025485.890686,20000000.0,2000.0,False,transport_limited
high,300,1.0,200.0,30.0,1000.0,300.0,879323.2168504121,0.5,44142025485.890686,20000000.0,666.6666666666666,False,transport_limited
high,300,1.0,200.0,30.0,100000.0,0.0,879323.2168504121,0.5,44142025485.890686,200000.0,inf,True,thermodynamically_conceivable
high,300,1.0,200.0,30.0,100000.0,100.0,879323.2168504121,0.5,44142025485.890686,200000.0,2000.0,False,transport_limited
high,300,1.0,200.0,30.0,100000.0,300.0,879323.2168504121,0.5,44142025485.890686,200000.0,666.6666666666666,False,transport_limited
high,300,1.0,200.0,30.0,1000000.0,0.0,879323.2168504121,0.5,44142025485.890686,20000.0,inf,True,thermodynamically_conceivable
high,300,1.0,200.0,30.0,1000000.0,100.0,879323.2168504121,0.5,44142025485.890686,20000.0,2000.0,False,transport_limited
high,300,1.0,200.0,30.0,1000000.0,300.0,879323.2168504121,0.5,44142025485.890686,20000.0,666.6666666666666,False,transport_limited
high,300,1.0,1000.0,30.0,1000.0,0.0,21983080.421260297,0.5,1103550637147.2668,500000000.0,inf,True,thermodynamically_conceivable
high,300,1.0,1000.0,30.0,1000.0,100.0,21983080.421260297,0.5,1103550637147.2668,500000000.0,10000.0,True,thermodynamically_conceivable
high,300,1.0,1000.0,30.0,1000.0,300.0,21983080.421260297,0.5,1103550637147.2668,500000000.0,3333.3333333333335,False,transport_limited
high,300,1.0,1000.0,30.0,100000.0,0.0,21983080.421260297,0.5,1103550637147.2668,5000000.0,inf,True,thermodynamically_conceivable
high,300,1.0,1000.0,30.0,100000.0,100.0,21983080.421260297,0.5,1103550637147.2668,5000000.0,10000.0,True,thermodynamically_conceivable
high,300,1.0,1000.0,30.0,100000.0,300.0,21983080.421260297,0.5,1103550637147.2668,5000000.0,3333.3333333333335,False,transport_limited
high,300,1.0,1000.0,30.0,1000000.0,0.0,21983080.421260297,0.5,1103550637147.2668,500000.0,inf,True,thermodynamically_conceivable
high,300,1.0,1000.0,30.0,1000000.0,100.0,21983080.421260297,0.5,1103550637147.2668,500000.0,10000.0,True,thermodynamically_conceivable
high,300,1.0,1000.0,30.0,1000000.0,300.0,21983080.421260297,0.5,1103550637147.2668,500000.0,3333.3333333333335,False,transport_limited
high,300,5.0,50.0,30.0,1000.0,0.0,54957.701053150755,0.8333333333333334,4598127654.78028,1250000.0,inf,True,thermodynamically_conceivable
high,300,5.0,50.0,30.0,1000.0,100.0,54957.701053150755,0.8333333333333334,4598127654.78028,1250000.0,500.0,False,transport_limited
high,300,5.0,50.0,30.0,1000.0,300.0,54957.701053150755,0.8333333333333334,4598127654.78028,1250000.0,166.66666666666666,False,transport_limited
high,300,5.0,50.0,30.0,100000.0,0.0,54957.701053150755,0.8333333333333334,4598127654.78028,12500.0,inf,True,thermodynamically_conceivable
