dt_day_active,n_steps,extra_dv_ms,mean_rho_delta,encounter_count,rel_error_vs_finest,order_estimate,production_step
0.25,4,3.7711586164586257,8.049361715774981e-12,1,0.06816991176106103,,False
0.1,10,3.562001387625175,7.602729275223994e-12,1,0.008926723820847226,,False
0.05,20,3.5365718990605925,7.548427588173895e-12,1,0.001723893784048904,2.2996814429870245,False
0.02,50,3.530621450129018,7.535726765007744e-12,1,3.844611222771307e-05,2.0954320252207874,False
0.01,100,3.530255869006722,7.534945417323589e-12,1,-6.510369695828921e-05,3.044594522180782,True
0.005,200,3.5303462685698057,7.535138239153066e-12,1,-3.9498278798237494e-05,2.0158038701381704,False
0.002,500,3.5304857166789363,7.535435998566534e-12,1,0.0,-0.6253406670584051,False
